Code Client;Marque;Usage;CSP;Puissance;Valeur;Zone_tarif;Statut Marital;Permis;Garage;Age;Ancienneté;Ancienneté Contrat;Prime;Type Assurance;Fraude
1230632;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);10;13;1;Marié;1982;Oui;49,00;15,00;30,00;588,76;Tous risques;Non
1231690;Ford;Privé;Professions intermédiaires (PI);4;4;4;Célibataire;2003;Non;30,00;13,00;5,00;995,34;Tous risques;Oui
1232047;Saab;Privé & trajet travail;Employés (E);5;5;10;Marié;1992;Non;37,00;10,00;5,00;697,61;Tous risques sérénité;Non
1233777;Citroën;Privé & Professionnel;Ouvriers (O);8;9;2;Marié;1984;Oui;51,00;6,00;7,00;767,73;Tous risques sérénité;Non
1234082;Peugeot;Privé & trajet travail;Employés (E);5;4;3;Marié;1994;Non;37,00;10,00;17,00;358,86;Tous risques;Non
1234213;Peugeot;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;6;5;Marié;1984;Oui;48,00;4,00;16,00;1157,39;Tiers;Non
1234681;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;2;3;Inconnu;1986;Oui;48,00;9,00;5,00;677,18;Tous risques;Non
1235188;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);3;2;2;Marié;1968;Non;67,00;8,00;38,00;297,43;Tous risques;Non
1235366;Honda;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;9;3;Marié;1993;Oui;45,00;7,00;8,00;957,23;Tous risques;Non
1236143;Mazda;Privé & Professionnel;Agriculteurs exploitants (AE);3;4;6;Célibataire;1998;Non;32,00;15,00;14,00;419,69;Tiers;Non
1236333;Renault;Privé;Professions intermédiaires (PI);2;3;2;Marié;1970;Non;60,00;16,00;10,00;205,50;Tous risques sérénité;Non
1237739;Alfa Romeo;Privé & Professionnel;Ouvriers (O);10;14;5;Marié;1969;Non;59,00;14,00;6,00;888,47;Tous risques sérénité;Non
1238577;Peugeot;Privé;Employés (E);10;13;2;Inconnu;1948;Oui;82,00;5,00;13,00;1168,22;Tous risques sérénité;Non
1236464;Saab;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);5;10;5;Marié;1974;Oui;61,00;9,00;11,00;791,36;Tiers;Non
1236690;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;5;Célibataire;1998;Non;32,00;9,00;11,00;1163,80;Tous risques;Oui
1236814;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;2;Marié;1981;Oui;51,00;7,00;7,00;858,90;Tous risques;Non
1236901;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;9;5;Célibataire;2000;Non;34,00;17,00;12,00;548,36;Tous risques sérénité;Oui
1238032;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;5;6;Célibataire;1982;Oui;49,00;17,00;5,00;509,64;Tous risques;Oui
1238126;Fiat;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;10;3;Inconnu;1974;Oui;56,00;11,00;13,00;1363,81;Tiers;Non
1239049;Ford;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;7;8;Marié;2005;Oui;45,00;18,00;5,00;1348,41;Tous risques;Oui
1240497;Peugeot;Privé & trajet travail;Employés (E);4;3;6;Marié;1985;Non;48,00;5,00;22,00;715,90;Tous risques;Non
1241417;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);6;11;3;Marié;1985;Oui;58,00;14,00;9,00;287,52;Tous risques sérénité;Non
1242597;Renault;Privé & trajet travail;Employés (E);10;11;2;Marié;1985;Oui;47,00;13,00;26,00;1354,81;Tiers;Non
1243413;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;3;Marié;1981;Oui;49,00;16,00;5,00;178,67;Tous risques sérénité;Non
1244214;Renault;Privé;Employés (E);5;4;3;Célibataire;1992;Non;39,00;9,00;8,00;691,81;Tous risques sérénité;Non
1245573;Chrysler;Privé;Retraités  (R);4;3;8;Marié;1967;Oui;72,00;6,00;28,00;638,76;Tous risques sérénité;Non
1246356;Saab;Privé;Cadres et professions intellectuelles supérieures (CPIS);6;7;4;Célibataire;1998;Non;33,00;15,00;13,00;0,00;Tous risques;Non
1246618;Saab;Privé & trajet travail;Employés (E);5;4;3;Marié;1997;Oui;55,00;5,00;6,00;552,32;Tiers;Non
1247553;Renault;Privé & trajet travail;Employés (E);3;5;2;Célibataire;2002;Non;29,00;15,00;9,00;436,61;Tous risques sérénité;Oui
1248543;Alfa Romeo;Privé & trajet travail;Employés (E);10;14;3;Inconnu;1975;Non;60,00;16,00;12,00;882,07;Tous risques;Non
1249509;Porsche;Privé & trajet travail;Employés (E);6;3;6;Célibataire;2000;Non;31,00;14,00;8,00;1312,59;Tous risques;Oui
1261857;Citroën;Privé & trajet travail;Employés (E);8;8;5;Marié;1981;Oui;49,00;8,00;5,00;1088,49;Tiers;Non
1263010;Citroën;Privé;Retraités  (R);1;2;3;Inconnu;1966;Non;77,00;19,00;5,00;205,20;Tiers;Non
1250145;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);10;12;3;Marié;1991;Oui;47,00;7,00;5,00;1182,55;Tous risques;Non
1251697;Alfa Romeo;Privé;Retraités  (R);11;15;5;Marié;1961;Oui;72,00;7,00;7,00;3343,21;Tous risques;Oui
1252182;Renault;Privé;Retraités  (R);10;11;5;Marié;1970;Oui;65,00;7,00;13,00;1026,13;Tous risques sérénité;Non
1252505;Smart;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;12;2;Célibataire;1986;Oui;48,00;10,00;5,00;731,15;Tous risques;Non
1253070;Renault;Privé & trajet travail;Professions intermédiaires (PI);3;5;5;Inconnu;1974;Oui;79,00;17,00;10,00;459,02;Tous risques;Non
1253336;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;4;Célibataire;1999;Oui;31,00;4,00;8,00;1563,21;Tiers;Non
1253778;Citroën;Privé & Professionnel;Agriculteurs exploitants (AE);7;8;2;Célibataire;1992;Non;36,00;12,00;6,00;831,15;Tous risques sérénité;Oui
1253847;Citroën;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);11;16;7;Marié;1996;Oui;34,00;6,00;6,00;2346,65;Tous risques;Non
1254544;Peugeot;Privé;Retraités  (R);4;2;5;Marié;1999;Non;57,00;10,00;5,00;710,11;Tous risques;Oui
1254883;Peugeot;Privé & trajet travail;Employés (E);5;5;3;Inconnu;1982;Non;48,00;7,00;15,00;553,85;Tous risques sérénité;Non
1255067;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;7;Marié;1995;Non;37,00;13,00;5,00;766,36;Tiers;Non
1255219;Citroën;Privé & Professionnel;Ouvriers (O);5;5;5;Inconnu;;Non;;6,00;16,00;675,50;Tous risques sérénité;Non
1255570;Renault;Privé & trajet travail;Employés (E);9;9;4;Marié;1989;Oui;47,00;4,00;6,00;925,52;Tiers;Non
1255675;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;3;Marié;1989;Oui;42,00;14,00;4,00;140,25;Tous risques;Non
1256536;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);6;5;3;Marié;1981;Non;49,00;12,00;5,00;567,26;Tous risques sérénité;Non
1257552;Renault;Privé;Retraités  (R);6;6;2;Marié;1970;Non;74,00;12,00;36,00;818,65;Tous risques;Non
1258071;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);6;5;2;Marié;1981;Oui;49,00;12,00;5,00;367,86;Tous risques;Non
1258335;Peugeot;Privé & trajet travail;Employés (E);7;7;4;Marié;1981;Oui;49,00;11,00;6,00;818,96;Tous risques;Non
1259009;Citroën;Privé & Professionnel;Ouvriers (O);8;8;2;Marié;1981;Oui;52,00;8,00;14,00;1005,55;Tous risques sérénité;Non
1261273;Peugeot;Privé & Professionnel;Ouvriers (O);6;5;3;Marié;1979;Non;51,00;12,00;24,00;509,94;Tous risques;Non
1259833;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);10;14;3;Marié;1991;Non;40,00;5,00;5,00;1727,86;Tous risques;Non
1260232;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;8;2;Inconnu;1978;Oui;52,00;9,00;20,00;590,74;Tous risques;Non
1260699;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);4;4;3;Célibataire;1999;Non;32,00;17,00;6,00;812,25;Tiers;Oui
1261861;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);10;10;8;Marié;1980;Oui;51,00;7,00;7,00;1968,88;Tous risques;Non
1261939;Ford;Privé;Cadres et professions intellectuelles supérieures (CPIS);3;6;9;Inconnu;1995;Oui;42,00;7,00;8,00;1206,94;Tous risques sérénité;Non
1261957;Smart;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;8;3;Célibataire;1988;Non;43,00;9,00;15,00;737,24;Tous risques;Non
1262110;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;8;3;Célibataire;1992;Non;44,00;5,00;18,00;799,44;Tous risques;Non
1263050;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;3;Marié;1985;Non;57,00;8,00;11,00;782,37;Tiers;Non
1263460;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;4;7;Célibataire;1995;Non;34,00;7,00;5,00;853,56;Tous risques;Non
1266443;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;6;3;Inconnu;1996;Oui;39,00;19,00;6,00;167,39;Tiers;Non
1268076;Renault;Privé & Professionnel;Ouvriers (O);7;12;3;Marié;1976;Oui;54,00;8,00;18,00;207,48;Tous risques;Non
1268409;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;4;Inconnu;1988;Non;44,00;15,00;14,00;501,10;Tiers;Non
1268745;Renault;Privé & Professionnel;Professions intermédiaires (PI);7;8;2;Inconnu;1978;Non;;7,00;7,00;866,06;Tous risques;Non
1268869;Citroën;Privé & trajet travail;Employés (E);7;5;6;Marié;1979;Non;51,00;5,00;21,00;1156,02;Tous risques sérénité;Non
1269111;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;6;Célibataire;1998;Non;34,00;13,00;7,00;933,90;Tous risques;Oui
1269328;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;4;3;Marié;1998;Non;43,00;20,00;9,00;293,31;Tous risques sérénité;Oui
1339905;Ford;Privé & Professionnel;Employés (E);9;80;3;Marié;1996;Non;35,00;10,00;5,00;;Tous risques;Oui
1398960;Fiat;Privé;Retraités  (R);8;10;6;Marié;1961;Non;69,00;7,00;12,00;1186,21;Tous risques;Non
1399616;Citroën;Privé;Retraités  (R);5;3;4;Marié;1969;Oui;67,00;4,00;4,00;534,94;Tous risques;Non
1269347;Peugeot;Privé;Cadres et professions intellectuelles supérieures (CPIS);5;4;7;Célibataire;2004;Non;26,00;13,00;4,00;625,19;Tous risques sérénité;Oui
1270643;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;4;Inconnu;1984;Oui;47,00;13,00;13,00;761,03;Tous risques sérénité;Non
1271181;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;5;Inconnu;1977;Oui;;10,00;8,00;866,67;Tous risques;Non
1271406;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);2;3;2;Marié;1998;Non;33,00;13,00;9,00;220,59;Tous risques;Non
1271943;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);5;4;2;Marié;1985;Non;45,00;7,00;6,00;648,67;Tous risques sérénité;Non
1272118;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);3;3;3;Marié;1995;Oui;36,00;17,00;5,00;212,51;Tiers;Non
1272379;Renault;Privé;Employés (E);6;7;2;Marié;1980;Non;52,00;17,00;6,00;333,25;Tous risques;Non
1272569;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);9;9;4;Inconnu;1998;Oui;41,00;5,00;6,00;961,04;Tous risques;Non
1272791;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);4;4;4;Marié;1999;Non;55,00;15,00;8,00;376,24;Tous risques sérénité;Oui
1273254;Citroën;Privé & trajet travail;Artisans, commerçants et chefs d’entreprise (ACCE);11;14;2;Marié;1976;Oui;58,00;7,00;6,00;1041,68;Tous risques sérénité;Non
1273576;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;8;3;Marié;2005;Non;30,00;13,00;5,00;1038,94;Tous risques;Oui
1275596;Citroën;Privé & Professionnel;Employés (E);9;11;5;Marié;1969;Non;61,00;4,00;7,00;2039,31;Tous risques sérénité;Non
1276318;Citroën;Privé & Professionnel;Employés (E);4;2;5;Marié;1995;Non;35,00;9,00;11,00;910,12;Tous risques sérénité;Non
1276318;Citroën;Privé;Employés (E);4;5;2;Inconnu;1980;Non;61,00;15,00;13,00;613,45;Tous risques sérénité;Non
1276511;Renault;Privé;Retraités  (R);4;5;8;Marié;1981;Non;76,00;13,00;4,00;250,93;Tiers;Non
1276743;Fiat;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;9;10;Marié;2005;Non;40,00;10,00;4,00;1504,98;Tiers;Non
1276807;Renault;Privé;Professions intermédiaires (PI);5;8;3;Inconnu;1980;Non;53,00;15,00;13,00;238,13;Tous risques sérénité;Non
1278595;Citroën;Privé;Retraités  (R);8;11;2;Marié;1968;Oui;76,00;12,00;16,00;605,07;Tous risques;Non
1278711;Volkswagen;Privé;Retraités  (R);4;4;3;Inconnu;1990;Non;76,00;10,00;4,00;291,94;Tiers;Oui
1279041;Renault;Privé & trajet travail;Employés (E);2;3;7;Marié;1974;Non;58,00;13,00;14,00;473,20;Tous risques;Non
1276875;Renault;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);2;3;7;Célibataire;2007;Non;24,00;21,00;5,00;1064,86;Tous risques;Non
1276936;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;2;Marié;1989;Oui;42,00;8,00;20,00;639,68;Tiers;Non
1279040;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;7;Marié;1997;Non;49,00;15,00;8,00;732,52;Tous risques;Oui
1279690;Citroën;Privé;Employés (E);1;2;2;Marié;1989;Non;42,00;18,00;8,00;208,40;Tous risques;Non
1279838;Volvo;Privé & trajet travail;Employés (E);8;8;8;Marié;2003;Non;33,00;8,00;6,00;1389,42;Tous risques;Oui
1280345;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;8;Célibataire;1981;Oui;54,00;8,00;4,00;1587,30;Tiers;Oui
1280391;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;4;Marié;1985;Oui;46,00;14,00;12,00;257,03;Tiers;Non
1280775;Peugeot;Privé & trajet travail;Employés (E);8;8;3;Marié;1970;Oui;61,00;4,00;4,00;972,62;Tous risques;Non
1281995;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);4;4;4;Marié;1987;Oui;51,00;9,00;7,00;299,71;Tiers;Non
1282205;Chrysler;Privé;Retraités  (R);6;6;3;Marié;1974;Oui;76,00;18,00;4,00;298,65;Tous risques sérénité;Non
1282268;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;3;Célibataire;1998;Oui;35,00;9,00;7,00;919,12;Tiers;Oui
1282397;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;4;2;Célibataire;2001;Oui;29,00;8,00;6,00;1239,26;Tous risques sérénité;Oui
1283035;BMW;Privé;Professions intermédiaires (PI);5;5;10;Marié;1993;Oui;40,00;7,00;4,00;1765,21;Tous risques;Non
1283401;Renault;Privé & trajet travail;Employés (E);6;6;3;Marié;1966;Non;71,00;11,00;14,00;1128,88;Tous risques sérénité;Oui
1283677;Citroën;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);5;5;9;Inconnu;;Non;;4,00;4,00;796,85;Tous risques sérénité;Non
1284045;Peugeot;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);6;8;2;Marié;1990;Oui;42,00;15,00;10,00;455,52;Tiers;Non
1284730;Peugeot;Privé & trajet travail;Employés (E);5;4;5;Marié;1979;Non;51,00;17,00;7,00;261,60;Tous risques sérénité;Non
1300581;Renault;Privé;Professions intermédiaires (PI);2;3;6;Inconnu;1978;Non;60,00;15,00;4,00;159,46;Tiers;Non
1301097;Volkswagen;Privé & trajet travail;Ouvriers (O);7;8;5;Marié;1979;Oui;54,00;12,00;5,00;417,10;Tous risques;Non
1304050;Ford;Privé & Professionnel;Ouvriers (O);8;12;4;Marié;2002;Non;30,00;4,00;5,00;2092,21;Tiers;Oui
1285779;Fiat;Privé;Cadres et professions intellectuelles supérieures (CPIS);5;6;4;Célibataire;2002;Oui;29,00;26,00;6,00;1027,96;Tous risques;Oui
1285793;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;9;3;Célibataire;1999;Oui;32,00;6,00;5,00;1532,57;Tous risques sérénité;Oui
1285921;Citroën;Privé & trajet travail;Employés (E);7;8;3;Marié;1984;Oui;54,00;12,00;7,00;1125,99;Tous risques;Non
1286616;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;6;4;Marié;1984;Oui;50,00;11,00;5,00;833,59;Tous risques;Non
1286784;Volkswagen;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;8;3;Célibataire;1999;Oui;32,00;8,00;12,00;1320,67;Tous risques sérénité;Non
1287918;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;2;Célibataire;2000;Oui;33,00;8,00;12,00;1131,32;Tous risques sérénité;Non
1287978;Peugeot;Privé & Professionnel;Agriculteurs exploitants (AE);6;5;2;Célibataire;2004;Oui;31,00;11,00;6,00;403,08;Tous risques;Oui
1288352;Smart;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;8;5;Célibataire;1994;Non;41,00;10,00;5,00;704,31;Tous risques sérénité;Non
1288366;Renault;Privé & Professionnel;Agriculteurs exploitants (AE);10;11;1;Célibataire;1995;Oui;35,00;12,00;9,00;454,60;Tiers;Non
1288552;Renault;Privé & trajet travail;Employés (E);9;10;3;Marié;1976;Non;56,00;11,00;6,00;327,16;Tous risques;Non
1289204;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;3;2;Marié;2000;Non;37,00;19,00;4,00;605,68;Tous risques;Oui
1289925;Peugeot;Privé & trajet travail;Autres personnes sans activité professionnelle (APSAP);9;9;3;Inconnu;;Non;;8,00;8,00;1179,04;Tous risques;Non
1290030;Renault;Privé;Professions intermédiaires (PI);2;3;5;Célibataire;2006;Non;38,00;12,00;4,00;530,52;Tous risques;Oui
1290753;Renault;Privé;Retraités  (R);6;6;8;Marié;1978;Non;63,00;21,00;10,00;927,19;Tiers;Oui
1290783;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);7;7;2;Marié;1994;Oui;36,00;5,00;5,00;814,84;Tiers;Non
1291501;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;6;4;Célibataire;2000;Non;31,00;12,00;12,00;1737,77;Tous risques;Oui
1293448;Peugeot;Privé;Professions intermédiaires (PI);6;8;2;Marié;1997;Non;43,00;24,00;15,00;254,89;Tiers;Non
1296601;Peugeot;Privé & Professionnel;Ouvriers (O);6;5;4;Marié;1975;Oui;61,00;7,00;5,00;1245,66;Tous risques sérénité;Non
1298848;Citroën;Privé;Professions intermédiaires (PI);8;8;2;Marié;1981;Non;62,00;14,00;4,00;775,36;Tiers;Non
1292226;Renault;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);3;1;3;Inconnu;;Oui;;11,00;5,00;310,84;Tous risques;Non
1292686;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);3;5;5;Marié;1987;Non;48,00;14,00;4,00;352,77;Tous risques;Non
1294988;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;5;2;Marié;1987;Non;48,00;7,00;13,00;484,33;Tous risques;Non
1295283;Ford;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;7;8;Célibataire;2007;Oui;34,00;10,00;4,00;1676,63;Tous risques;Oui
1295301;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;7;3;Marié;1990;Oui;40,00;11,00;12,00;583,57;Tous risques;Non
1296367;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);10;10;5;Marié;1999;Non;32,00;13,00;4,00;831,15;Tous risques;Oui
1296716;Volkswagen;Privé & Professionnel;Agriculteurs exploitants (AE);4;6;2;Marié;1984;Non;46,00;13,00;13,00;391,79;Tous risques sérénité;Non
1297903;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;6;7;Célibataire;1995;Non;41,00;19,00;6,00;449,42;Tous risques;Oui
1300905;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;6;3;Célibataire;2002;Non;28,00;15,00;8,00;625,19;Tous risques;Oui
1301719;Citroën;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);11;18;7;Inconnu;;Oui;;4,00;4,00;2240,09;Tous risques sérénité;Non
1304072;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;5;3;Marié;1980;Non;62,00;9,00;17,00;556,13;Tous risques;Non
1304198;Renault;Privé & Professionnel;Ouvriers (O);9;10;3;Inconnu;1987;Oui;45,00;5,00;13,00;1394,30;Tous risques;Non
1305691;Renault;Privé & trajet travail;Employés (E);7;6;8;Célibataire;1982;Oui;49,00;5,00;29,00;1208,62;Tous risques sérénité;Non
1306345;Renault;Privé;Professions intermédiaires (PI);9;10;3;Célibataire;1992;Oui;39,00;17,00;8,00;197,27;Tiers;Non
1306346;Renault;Privé;Retraités  (R);8;10;3;Marié;1970;Oui;69,00;6,00;9,00;644,10;Tiers;Non
1306813;Saab;Privé;Retraités  (R);10;10;8;Marié;1978;Oui;74,00;7,00;5,00;1182,24;Tous risques sérénité;Non
1339081;Renault;Privé & Professionnel;Ouvriers (O);5;4;7;Inconnu;;Oui;;6,00;6,00;1261,67;Tous risques sérénité;Non
1339462;Ford;Privé;Retraités  (R);5;6;2;Marié;1969;Non;76,00;25,00;16,00;235,69;Tous risques sérénité;Non
1339765;Renault;Privé;Retraités  (R);9;13;4;Marié;1990;Oui;62,00;6,00;5,00;990,16;Tous risques;Non
1307003;Citroën;Privé;Cadres et professions intellectuelles supérieures (CPIS);3;4;3;Marié;1979;Non;51,00;18,00;6,00;144,37;Tous risques;Non
1307908;Fiat;Privé & trajet travail;Employés (E);6;5;2;Marié;1978;Oui;58,00;5,00;5,00;426,40;Tous risques;Non
1307997;Fiat;Privé;Cadres et professions intellectuelles supérieures (CPIS);5;5;7;Marié;1979;Non;52,00;8,00;6,00;1070,19;Tous risques;Oui
1308143;Citroën;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);7;8;2;Inconnu;;Oui;;4,00;6,00;894,42;Tiers;Non
1308998;Saab;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;9;6;Marié;1984;Non;46,00;9,00;13,00;1481,96;Tous risques sérénité;Non
1309147;Fiat;Privé & trajet travail;Employés (E);6;7;2;Célibataire;1990;Non;41,00;7,00;8,00;675,50;Tous risques;Non
1309319;Citroën;Privé;Retraités  (R);4;3;1;Marié;1966;Oui;73,00;8,00;6,00;583,27;Tous risques;Non
1311209;Citroën;Privé & Professionnel;Agriculteurs exploitants (AE);2;2;3;Marié;1989;Oui;55,00;12,00;5,00;196,96;Tous risques;Non
1311560;Renault;Privé;Professions intermédiaires (PI);10;13;7;Marié;1968;Non;63,00;9,00;31,00;3126,58;Tous risques sérénité;Non
1311965;Fiat;Privé;Employés (E);5;10;3;Célibataire;1995;Non;35,00;16,00;12,00;458,72;Tous risques;Non
1312741;Ford;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;6;5;Marié;1981;Oui;48,00;6,00;5,00;1312,59;Tiers;Non
1312832;Audi;Privé;Professions intermédiaires (PI);10;10;3;Marié;1998;Oui;;8,00;4,00;1888,54;Tous risques sérénité;Non
1313196;Citroën;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;8;1;Marié;1989;Oui;41,00;12,00;5,00;588,76;Tous risques sérénité;Non
1313568;Saab;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;11;5;Marié;1990;Oui;40,00;11,00;5,00;360,24;Tiers;Non
1313689;Peugeot;Privé;Professions intermédiaires (PI);7;10;3;Marié;1967;Oui;65,00;9,00;4,00;581,14;Tiers;Non
1313836;Volvo;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;10;5;Marié;1991;Oui;45,00;6,00;6,00;1001,74;Tous risques sérénité;Non
1314124;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);8;9;5;Marié;1997;Oui;54,00;9,00;14,00;1012,26;Tiers;Non
1315836;Renault;Privé;Retraités  (R);3;5;7;Marié;1965;Oui;88,00;12,00;40,00;788,47;Tiers;Oui
1315990;Ford;Privé & Professionnel;Agriculteurs exploitants (AE);4;8;2;Célibataire;1997;Non;33,00;11,00;15,00;834,35;Tous risques;Non
1316345;Peugeot;Privé & trajet travail;Employés (E);8;7;2;Marié;1974;Oui;57,00;9,00;15,00;795,94;Tous risques sérénité;Non
1314422;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);7;9;6;Inconnu;;Oui;;8,00;6,00;973,84;Tous risques;Non
1314436;Citroën;Privé & Professionnel;Artisans, commerçants et chefs d’entreprise (ACCE);6;9;6;Marié;1973;Non;58,00;9,00;34,00;1241,85;Tous risques;Oui
1314537;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);11;18;3;Marié;1989;Oui;58,00;7,00;4,00;1567,18;Tous risques sérénité;Non
1315544;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);5;7;3;Inconnu;;Non;;14,00;5,00;391,49;Tous risques;Non
1315688;Renault;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);5;4;4;Marié;1979;Oui;55,00;5,00;10,00;1183,00;Tous risques;Non
1315789;Saab;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);6;8;3;Marié;1978;Oui;55,00;11,00;18,00;413,90;Tous risques;Non
1316021;Renault;Privé & Professionnel;Cadres et professions intellectuelles supérieures (CPIS);4;2;8;Célibataire;2003;Oui;28,00;9,00;32,00;1265,78;Tous risques;Non
1316590;Renault;Privé;Professions intermédiaires (PI);4;5;3;Marié;1969;Non;68,00;18,00;15,00;216,17;Tous risques;Non
1318463;Renault;Privé;Employés (E);2;3;2;Inconnu;1985;Non;45,00;27,00;11,00;259,32;Tous risques;Non
1319469;Smart;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);6;7;6;Marié;1987;Oui;51,00;8,00;4,00;970,64;Tous risques;Non
1319751;Renault;Privé;Cadres et professions intellectuelles supérieures (CPIS);8;7;7;Marié;1996;Oui;34,00;10,00;6,00;797,46;Tous risques;Oui
1319980;Peugeot;Privé & trajet travail;Cadres et professions intellectuelles supérieures (CPIS);7;6;3;Marié;1982;Oui;49,00;13,00;7,00;313,13;Tous risques;Non
