ID;Age;Sexe; Salaire ;Sexe;Statut;Division;Département;Poste;Ancienneté;Mobilité;HeuresSup;Attrition;Déplacement;Distance lieu de travail;Notation 2017;Grade;Satisfaction;Heures supplémentaires;Nombre employeurs précédents;Ancienneté;Ancienneté compagnie;Ancienneté dans le poste;Dernière augmentation;Manager;Satisfaction lieu de travail;Formation;Equilbre;Notation 2018;Satisfaction équipe
427;42;M; 7 199,50 € ;Homme;Marié;Logiciels;R&D;Manager;7;Rarement;Non;En poste;Non-Travel;2;High;1;Very High;No;0;12;11;7;6;7;High;2;Good;Excellent;High
428;49;M; 1 062,50 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable d'Agence;9;Rarement;Oui;En poste;Travel_Frequently;28;Medium;3;Low;No;4;22;18;13;13;11;High;5;Best;Excellent;Very High
429;53;F; 2 683,00 € ;Homme;Célibataire;Logiciels;Ressources Humaines;Manager;6;Rarement;Non;En poste;Travel_Rarely;2;High;2;Very High;No;5;20;5;0;0;4;Low;2;Better;Excellent;High
430;36;M; 12 164,50 € ;Femme;Divorcé;Ordinateurs;R&D;Directeur Commercial;2;Rarement;Oui;En poste;Travel_Rarely;2;High;4;High;No;6;26;3;2;0;1;Low;2;Bad;Excellent;High
431;55;F; 10 759,50 € ;Homme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;3;Rarement;Non;Démission;Travel_Rarely;22;Low;1;High;No;0;6;5;4;4;3;Very High;2;Better;Excellent;High
432;35;F; 2 111,50 € ;Femme;Célibataire;Logiciels;R&D;Responsable d'équipe;4;Rarement;Oui;En poste;Travel_Rarely;8;High;2;High;No;7;19;1;0;0;0;High;3;Better;Excellent;High
433;40;F; 11 276,50 € ;Femme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;3;Rarement;Non;En poste;Travel_Rarely;2;Medium;1;High;No;3;14;7;3;5;7;Very High;3;Better;Excellent;High
434;34;M; 7 842,00 € ;Femme;Célibataire;Ordinateurs;R&D;Responsable Qualité;3;Ponctuellement;Non;En poste;Travel_Rarely;10;Medium;3;Very High;Yes;2;15;3;2;1;2;High;3;Better;Excellent;High
435;41;F; 7 948,00 € ;Homme;Célibataire;Ordinateurs;Ventes;Manager;4;Rarement;Non;En poste;Travel_Rarely;9;High;3;Medium;No;1;13;13;8;0;8;High;6;Best;Outstanding;Very High
436;23;M; 6 431,00 € ;Femme;Célibataire;Logiciels;R&D;Responsable Qualité;2;Rarement;Non;En poste;Travel_Rarely;15;High;3;High;Yes;7;15;7;6;7;7;Medium;2;Best;Excellent;Very High
437;45;M; 5 105,00 € ;Femme;Marié;Ordinateurs;R&D;Responsable Qualité;0;Rarement;Non;En poste;Travel_Rarely;10;Low;1;Very High;No;7;8;4;3;1;3;Low;2;Better;Excellent;Low
438;32;M; 11 294,50 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Non;Démission;Travel_Rarely;7;High;1;Medium;No;0;4;3;2;1;2;Very High;3;Better;Excellent;Low
439;20;M; 10 541,00 € ;Homme;Célibataire;Ordinateurs;Ventes;Architecte;2;Rarement;Non;En poste;Travel_Rarely;16;High;3;High;Yes;4;10;8;7;0;0;Very High;2;Better;Excellent;High
440;31;M; 8 684,50 € ;Femme;Marié;Logiciels;R&D;Responsable d'équipe;5;Rarement;Oui;En poste;Travel_Frequently;20;High;3;High;No;3;12;1;0;0;0;Low;2;Better;Excellent;Low
441;38;F; 9 449,50 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable d'équipe;2;Rarement;Non;En poste;Travel_Frequently;23;High;3;Low;Yes;9;11;3;2;0;2;Medium;2;Better;Excellent;High
442;32;F; 13 486,50 € ;Femme;Divorcé;Ordinateurs;R&D;Développeur logiciels;4;Rarement;Non;En poste;Travel_Frequently;5;High;1;High;No;4;8;2;2;2;0;Medium;4;Better;Excellent;Very High
443;57;F; 11 701,00 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable d'équipe;4;Rarement;Oui;En poste;Non-Travel;10;High;3;Very High;No;1;10;10;3;9;7;Medium;3;Good;Excellent;Very High
444;30;M; 1 469,50 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Frequently;4;Medium;1;High;No;5;4;2;2;1;2;High;3;Better;Excellent;High
445;36;M; 12 974,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;7;Rarement;Oui;En poste;Travel_Rarely;2;High;2;Very High;No;2;14;9;7;6;7;Medium;2;Better;Excellent;Low
446;32;M; 8 492,50 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;8;Rarement;Non;En poste;Travel_Rarely;18;High;4;Medium;No;3;37;10;9;7;7;Low;2;Better;Outstanding;Very High
447;36;M; 2 117,50 € ;Femme;Divorcé;Digital;R&D;Directeur Commercial;7;Rarement;Oui;En poste;Non-Travel;10;High;2;Very High;No;7;16;14;3;1;10;Very High;3;Better;Excellent;Very High
448;54;M; 1 392,50 € ;Homme;Marié;Logiciels;Ressources Humaines;Chargé Responsable division RH;0;Rarement;Non;En poste;Travel_Rarely;1;High;2;High;No;9;15;11;9;6;9;Medium;2;Better;Excellent;High
449;38;M; 4 827,00 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable Qualité;2;Ponctuellement;Non;En poste;Travel_Rarely;6;High;4;High;No;7;22;20;6;5;13;Medium;3;Better;Excellent;High
450;33;M; 7 777,50 € ;Femme;Célibataire;Logiciels;Ressources Humaines;Chargé Responsable division RH;7;Rarement;Non;En poste;Travel_Frequently;8;High;1;High;No;1;8;8;3;0;7;High;3;Better;Excellent;Low
451;21;M; 13 214,50 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;2;Ponctuellement;Oui;Démission;Travel_Rarely;2;High;2;Very High;Yes;4;10;6;5;0;5;Medium;2;Best;Excellent;High
452;30;F; 11 885,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;1;Rarement;Non;En poste;Travel_Rarely;24;High;3;Low;Yes;1;10;10;9;5;8;Very High;5;Good;Outstanding;Very High
453;43;F; 13 335,00 € ;Homme;Divorcé;Logiciels;R&D;Développeur logiciels;11;Rarement;Non;En poste;Travel_Rarely;2;High;2;Medium;No;0;9;8;7;3;7;Very High;3;Best;Excellent;Medium
454;34;F; 9 438,50 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;8;Rarement;Oui;Démission;Travel_Frequently;17;High;1;High;Yes;0;8;7;7;1;0;Medium;2;Good;Excellent;Medium
455;30;M; 4 535,50 € ;Femme;Célibataire;Logiciels;Ventes;Architecte;0;Rarement;Oui;Démission;Travel_Rarely;19;High;2;Very High;No;4;8;3;2;1;2;Very High;2;Best;Excellent;Medium
456;36;M; 5 066,00 € ;Femme;Divorcé;Marketing;Ventes;Ingénieur d'affaires;0;Rarement;Non;En poste;Travel_Rarely;1;Very High;4;High;No;4;10;6;1;0;5;Low;2;Better;Excellent;High
457;32;M; 8 960,50 € ;Homme;Célibataire;Logiciels;R&D;Responsable Qualité;0;Rarement;Oui;Démission;Travel_Rarely;7;Medium;3;Very High;No;9;10;5;4;0;1;High;3;Good;Outstanding;High
458;53;F; 5 910,00 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;8;Rarement;Non;En poste;Travel_Frequently;5;High;1;Medium;Yes;1;0;0;0;0;0;Medium;3;Better;Excellent;Very High
459;55;F; 12 717,50 € ;Homme;Célibataire;Logiciels;R&D;Responsable d'équipe;9;Rarement;Non;En poste;Non-Travel;28;Low;3;Low;No;3;20;1;0;0;1;High;2;Better;Excellent;High
460;26;F; 2 274,50 € ;Homme;Marié;Ordinateurs;Ventes;Architecte;0;Rarement;Non;Démission;Non-Travel;2;Medium;2;High;Yes;2;10;8;7;0;7;Low;3;Better;Excellent;Low
461;35;F; 5 415,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;2;Jamais;Non;En poste;Travel_Rarely;29;High;2;High;No;5;8;0;0;0;0;Low;5;Better;Excellent;Low
462;36;F; 8 833,00 € ;Homme;Divorcé;Logiciels;R&D;Développeur logiciels;4;Rarement;Oui;En poste;Travel_Rarely;1;High;2;High;No;1;5;5;4;0;3;Low;3;Better;Excellent;Very High
463;46;F; 5 131,00 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;3;Rarement;Non;En poste;Travel_Rarely;21;Very High;2;Very High;No;1;10;10;7;5;7;Very High;3;Better;Excellent;Very High
464;31;F; 13 149,50 € ;Homme;Marié;Digital;Ventes;Architecte;0;Rarement;Non;Démission;Travel_Rarely;24;Low;1;Very High;Yes;1;1;1;0;0;0;High;3;Bad;Excellent;Medium
465;44;F; 12 440,00 € ;Homme;Célibataire;Ressources Humaines;Ressources Humaines;Manager;16;Rarement;Non;En poste;Travel_Rarely;1;High;3;Very High;No;4;12;6;5;1;2;Medium;3;Best;Excellent;Very High
466;26;F; 4 868,00 € ;Homme;Marié;Electronique;R&D;Développeur logiciels;2;Rarement;Non;En poste;Travel_Frequently;18;High;3;High;No;5;28;2;2;1;2;Low;3;Good;Excellent;Very High
467;41;F; 5 964,50 € ;Homme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;0;Ponctuellement;Oui;Démission;Travel_Rarely;2;High;4;Low;No;7;22;18;16;11;8;Medium;2;Better;Excellent;Medium
468;39;F; 11 602,50 € ;Femme;Marié;Ordinateurs;R&D;Développeur logiciels;0;Rarement;Oui;En poste;Non-Travel;9;High;3;Medium;No;1;9;9;5;7;7;Low;6;Better;Excellent;Very High
469;44;M; 13 227,50 € ;Homme;Marié;Electronique;R&D;Responsable d'Agence;16;Rarement;Non;En poste;Travel_Rarely;6;High;2;Low;Yes;3;18;10;9;6;9;Very High;3;Better;Excellent;Medium
470;56;M; 2 948,50 € ;Homme;Marié;Logiciels;R&D;Responsable d'équipe;2;Rarement;Oui;En poste;Non-Travel;11;Very High;2;High;No;8;6;4;2;1;2;Very High;2;Better;Excellent;Very High
471;39;M; 11 485,00 € ;Femme;Marié;Logiciels;R&D;Directeur Commercial;10;Rarement;Non;En poste;Travel_Frequently;24;High;1;Very High;No;0;3;2;2;2;1;Very High;3;Better;Excellent;High
472;58;F; 7 304,00 € ;Homme;Marié;Ordinateurs;R&D;Directeur Commercial;0;Ponctuellement;Non;En poste;Travel_Rarely;10;High;2;High;No;3;18;1;0;0;0;High;4;Better;Excellent;High
473;56;F; 9 974,50 € ;Homme;Célibataire;Ordinateurs;R&D;Responsable d'équipe;2;Rarement;Oui;En poste;Travel_Rarely;1;High;2;Medium;No;6;8;6;5;4;3;Medium;2;Good;Excellent;Medium
474;53;F; 11 096,00 € ;Homme;Marié;Digital;R&D;Responsable d'Agence;7;Rarement;Oui;Démission;Travel_Rarely;18;Medium;5;High;Yes;1;31;31;9;0;9;Very High;5;Better;Excellent;High
475;25;F; 1 279,50 € ;Femme;Célibataire;Digital;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;23;Very High;1;Very High;Yes;1;6;6;5;1;4;Medium;3;Better;Excellent;Medium
476;51;F; 11 454,00 € ;Homme;Marié;Digital;R&D;Responsable d'Agence;0;Rarement;Non;En poste;Travel_Rarely;28;High;2;Medium;No;1;6;5;3;1;4;Low;5;Best;Outstanding;Very High
477;30;F; 13 492,50 € ;Homme;Divorcé;Electronique;R&D;Développeur logiciels;4;Rarement;Oui;En poste;Travel_Rarely;17;Medium;1;Medium;No;1;1;1;0;0;0;Very High;2;Better;Outstanding;Very High
478;22;F; 10 338,50 € ;Homme;Célibataire;Logiciels;R&D;Directeur Commercial;2;Rarement;Non;En poste;Travel_Frequently;3;High;5;Medium;No;1;32;32;5;10;7;Low;2;Better;Excellent;High
479;48;F; 11 869,00 € ;Femme;Divorcé;Ordinateurs;R&D;Directeur Commercial;2;Rarement;Non;En poste;Travel_Rarely;13;High;1;High;No;1;7;7;4;0;6;Medium;1;Better;Excellent;High
480;27;F; 2 506,50 € ;Femme;Divorcé;Logiciels;R&D;Développeur logiciels;3;Rarement;Non;En poste;Travel_Frequently;7;High;1;High;Yes;1;6;6;3;1;2;Low;4;Better;Excellent;Very High
481;22;F; 12 063,50 € ;Homme;Divorcé;Electronique;R&D;Responsable Qualité;2;Rarement;Non;En poste;Travel_Frequently;12;Medium;1;Low;No;1;1;1;0;0;0;Medium;2;Best;Excellent;High
482;30;F; 6 462,00 € ;Homme;Marié;Ordinateurs;R&D;Développeur logiciels;1;Jamais;Non;En poste;Travel_Rarely;1;Medium;1;Very High;Yes;1;6;6;5;1;3;Medium;3;Better;Excellent;Very High
483;31;F; 9 997,00 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;2;Rarement;Oui;En poste;Travel_Rarely;13;High;2;Low;No;2;9;3;1;1;2;Medium;2;Bad;Excellent;High
484;32;F; 1 203,50 € ;Homme;Divorcé;Logiciels;Ventes;Ingénieur d'affaires;5;Rarement;Oui;En poste;Travel_Rarely;25;Medium;2;Very High;No;4;9;3;2;0;2;Low;3;Better;Excellent;Very High
485;39;F; 3 957,00 € ;Homme;Célibataire;Logiciels;R&D;Responsable d'Agence;2;Rarement;Non;En poste;Travel_Rarely;6;Very High;2;Very High;No;4;13;7;7;5;7;Low;4;Best;Outstanding;Very High
486;46;F; 2 798,00 € ;Homme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;3;Rarement;Oui;En poste;Travel_Rarely;6;Medium;1;High;No;0;6;5;3;0;3;Low;5;Good;Excellent;High
487;33;F; 4 575,00 € ;Femme;Célibataire;Marketing;Ventes;Architecte;0;Rarement;Oui;Démission;Travel_Rarely;2;High;2;High;Yes;4;17;3;0;1;0;Very High;3;Good;Excellent;High
488;38;F; 7 598,50 € ;Homme;Divorcé;Digital;R&D;Développeur logiciels;2;Ponctuellement;Non;Démission;Travel_Rarely;1;Medium;1;Medium;No;1;1;1;0;0;0;Very High;0;Best;Excellent;Very High
489;25;F; 5 823,00 € ;Femme;Divorcé;Logiciels;R&D;Responsable Qualité;3;Rarement;Non;En poste;Travel_Rarely;2;High;2;Very High;No;1;10;10;2;2;2;High;4;Better;Excellent;Medium
490;26;F; 10 843,50 € ;Homme;Marié;Ordinateurs;R&D;Directeur Commercial;7;Rarement;Oui;En poste;Travel_Rarely;6;Medium;4;Very High;Yes;4;21;1;0;0;0;Medium;3;Good;Excellent;High
491;31;F; 11 131,00 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;0;Rarement;Non;Démission;Travel_Rarely;1;High;1;Low;No;3;8;0;0;0;0;High;3;Good;Excellent;Very High
492;38;M; 4 515,50 € ;Femme;Célibataire;Logiciels;R&D;Manager;10;Rarement;Non;En poste;Travel_Frequently;9;High;2;High;Yes;3;10;8;7;4;7;Very High;3;Better;Excellent;Medium
493;58;M; 8 528,00 € ;Homme;Divorcé;Ordinateurs;R&D;Responsable d'équipe;2;Jamais;Oui;En poste;Travel_Rarely;1;Medium;4;Low;No;7;21;3;2;0;2;Very High;3;Bad;Excellent;Low
494;31;M; 12 856,50 € ;Femme;Célibataire;Logiciels;R&D;Directeur Commercial;10;Rarement;Oui;En poste;Travel_Rarely;1;Medium;2;High;No;4;10;2;2;0;2;Low;1;Best;Excellent;Medium
495;36;M; 3 719,50 € ;Femme;Célibataire;Ordinateurs;Ventes;Architecte;7;Rarement;Non;En poste;Travel_Rarely;14;High;1;High;Yes;1;8;8;2;0;6;High;3;Better;Excellent;Very High
496;34;F; 8 551,00 € ;Homme;Célibataire;Logiciels;R&D;Développeur logiciels;3;Rarement;Non;Démission;Travel_Rarely;2;High;1;Low;No;0;5;4;3;0;2;High;3;Better;Excellent;Medium
497;30;M; 7 235,00 € ;Homme;Marié;Ordinateurs;Ventes;Architecte;0;Ponctuellement;Non;Démission;Travel_Rarely;22;High;1;High;No;1;3;3;2;1;2;High;2;Better;Excellent;High
498;44;M; 4 682,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;2;Rarement;Non;En poste;Travel_Rarely;3;High;5;Very High;Yes;4;26;2;2;0;1;Very High;2;Best;Excellent;Low
499;27;M; 12 663,00 € ;Homme;Divorcé;Logiciels;R&D;Développeur logiciels;1;Jamais;Oui;En poste;Travel_Rarely;6;High;1;High;No;0;3;2;2;2;2;Low;3;Better;Outstanding;Very High
500;31;F; 12 304,50 € ;Femme;Célibataire;Logiciels;Ressources Humaines;Chargé Ressources Humaines;2;Rarement;Non;En poste;Travel_Rarely;8;High;2;High;No;0;6;5;0;1;2;High;3;Better;Excellent;Very High
501;59;F; 12 334,00 € ;Femme;Célibataire;Ordinateurs;Ventes;Ingénieur d'affaires;3;Ponctuellement;Non;En poste;Travel_Rarely;9;High;2;Very High;Yes;1;6;6;4;0;5;Low;2;Good;Excellent;Very High
502;29;F; 8 766,00 € ;Homme;Divorcé;Electronique;R&D;Responsable d'équipe;8;Rarement;Non;En poste;Travel_Frequently;3;High;1;High;No;1;1;1;0;0;0;High;2;Better;Outstanding;High
503;32;F; 12 016,00 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;7;Rarement;Non;En poste;Travel_Rarely;1;High;2;Low;No;7;18;14;7;8;10;Very High;2;Best;Outstanding;Very High
504;30;F; 4 317,50 € ;Homme;Marié;Ordinateurs;R&D;Directeur Commercial;10;Rarement;Oui;En poste;Travel_Rarely;1;High;1;Very High;No;1;10;10;9;8;8;Medium;4;Good;Excellent;Very High
505;34;F; 7 230,00 € ;Homme;Marié;Digital;R&D;Développeur logiciels;0;Jamais;Oui;Démission;Travel_Frequently;26;High;2;Low;No;2;5;1;1;0;0;Low;4;Better;Excellent;Very High
506;55;F; 8 464,00 € ;Homme;Marié;Digital;Ventes;Manager;7;Ponctuellement;Non;En poste;Travel_Rarely;6;High;1;Very High;Yes;1;3;3;2;0;2;High;2;Better;Excellent;High
507;31;M; 7 197,00 € ;Homme;Divorcé;Ordinateurs;R&D;Directeur Commercial;8;Rarement;Non;En poste;Travel_Rarely;3;High;3;High;No;1;10;10;7;7;8;High;2;Better;Excellent;High
508;35;M; 9 147,50 € ;Homme;Marié;Logiciels;R&D;Responsable Qualité;0;Rarement;Non;En poste;Travel_Rarely;3;High;2;High;No;1;6;6;0;1;2;Medium;5;Good;Excellent;Low
509;34;M; 10 916,50 € ;Homme;Marié;Ordinateurs;Ressources Humaines;Chargé Responsable division RH;8;Ponctuellement;Non;En poste;Travel_Rarely;6;Low;2;Very High;No;1;17;17;11;11;8;Medium;3;Better;Excellent;Medium
510;29;M; 11 706,50 € ;Homme;Célibataire;Logiciels;Ventes;Ingénieur d'affaires;4;Rarement;Non;En poste;Travel_Frequently;6;High;2;Very High;No;3;15;13;11;4;7;High;2;Bad;Outstanding;High
511;36;M; 11 053,00 € ;Femme;Marié;Ordinateurs;R&D;Développeur logiciels;9;Ponctuellement;Oui;En poste;Travel_Rarely;19;High;3;Medium;No;2;16;9;7;7;1;High;1;Best;Excellent;High
512;32;F; 11 957,00 € ;Homme;Marié;Electronique;Ventes;Ingénieur d'affaires;2;Jamais;Non;Démission;Travel_Rarely;9;Medium;2;Medium;Yes;2;13;3;2;0;2;Medium;2;Better;Excellent;High
513;33;F; 5 294,50 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Rarely;3;Medium;1;Very High;No;0;5;4;2;1;1;Low;0;Better;Excellent;Very High
514;36;M; 5 934,00 € ;Femme;Marié;Ordinateurs;R&D;Développeur logiciels;2;Rarement;Non;En poste;Travel_Rarely;10;High;1;High;Yes;1;1;1;0;1;1;Very High;5;Better;Excellent;Very High
515;18;M; 4 029,50 € ;Homme;Célibataire;Marketing;Ventes;Architecte;0;Ponctuellement;Oui;Démission;Travel_Frequently;3;High;1;Low;Yes;1;10;10;8;9;7;Low;3;Better;Excellent;Low
516;33;M; 13 253,50 € ;Femme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;2;Rarement;Non;Démission;Non-Travel;3;Medium;1;High;No;1;1;1;0;0;0;High;3;Better;Excellent;High
517;35;M; 9 684,00 € ;Homme;Célibataire;Ordinateurs;R&D;Développeur logiciels;8;Rarement;Non;En poste;Travel_Rarely;4;Very High;1;Low;No;2;5;3;2;0;2;Low;3;Best;Excellent;Low
518;48;M; 12 732,00 € ;Homme;Célibataire;Ordinateurs;R&D;Directeur Commercial;7;Rarement;Oui;En poste;Travel_Rarely;8;Very High;2;Medium;No;0;4;3;2;1;2;Very High;4;Better;Outstanding;High
519;50;M; 4 745,00 € ;Femme;Marié;Logiciels;R&D;Manager;2;Ponctuellement;Non;En poste;Travel_Rarely;7;Medium;2;Very High;No;0;8;7;7;0;5;Very High;2;Better;Outstanding;Low
520;36;M; 10 125,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;11;Rarement;Non;En poste;Travel_Frequently;1;Low;1;Very High;No;1;10;10;7;2;8;Medium;5;Better;Excellent;Very High
521;44;M; 5 959,00 € ;Femme;Célibataire;Ressources Humaines;Ressources Humaines;Chargé Responsable division RH;0;Ponctuellement;Non;Démission;Travel_Rarely;2;Very High;2;Medium;No;3;12;2;2;2;2;Medium;3;Better;Excellent;Very High
522;53;M; 9 882,00 € ;Homme;Célibataire;Logiciels;R&D;Responsable d'Agence;8;Rarement;Non;En poste;Travel_Frequently;3;Very High;2;Very High;Yes;1;6;6;5;0;4;Very High;3;Better;Outstanding;Medium
523;29;M; 5 581,00 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;10;Rarement;Non;Démission;Travel_Rarely;10;Very High;1;Very High;No;3;4;1;0;0;0;Very High;2;Better;Excellent;Low
524;20;M; 11 026,00 € ;Femme;Célibataire;Logiciels;Ventes;Architecte;2;Rarement;Non;Démission;Travel_Rarely;28;Very High;1;High;Yes;1;20;20;8;3;8;Very High;3;Better;Excellent;High
525;41;M; 9 783,00 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;7;Rarement;Non;En poste;Travel_Rarely;9;Medium;3;Medium;No;1;9;8;7;7;7;Very High;3;Best;Excellent;Medium
526;36;M; 2 410,50 € ;Homme;Marié;Ordinateurs;R&D;Responsable d'équipe;11;Rarement;Oui;En poste;Travel_Rarely;3;High;2;High;No;9;4;2;2;2;0;Low;3;Better;Excellent;Low
527;51;M; 7 697,50 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;2;Ponctuellement;Non;En poste;Travel_Rarely;2;Medium;2;High;No;1;20;20;7;11;10;Very High;4;Better;Excellent;Low
528;48;M; 9 353,00 € ;Homme;Célibataire;Ordinateurs;R&D;Directeur Commercial;8;Rarement;Non;En poste;Travel_Rarely;10;High;2;Very High;No;1;10;10;7;0;8;Very High;2;Good;Excellent;Very High
529;32;M; 7 526,50 € ;Homme;Divorcé;Ordinateurs;R&D;Développeur logiciels;5;Rarement;Oui;En poste;Travel_Frequently;8;High;2;High;Yes;3;18;4;3;1;3;Medium;4;Better;Excellent;Low
530;40;M; 2 129,00 € ;Femme;Marié;Marketing;Ventes;Ingénieur d'affaires;10;Rarement;Non;En poste;Travel_Rarely;1;Very High;2;Very High;No;0;10;9;7;1;8;Medium;4;Good;Excellent;High
531;40;M; 4 491,50 € ;Homme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;14;Ponctuellement;Oui;En poste;Travel_Rarely;1;High;3;Low;No;1;9;9;7;0;7;High;3;Better;Excellent;Very High
532;44;M; 4 679,00 € ;Homme;Marié;Electronique;R&D;Manager;1;Rarement;Oui;En poste;Travel_Rarely;3;High;3;Very High;No;3;10;7;7;7;7;High;6;Better;Excellent;Very High
533;23;M; 1 708,00 € ;Femme;Marié;Logiciels;R&D;Développeur logiciels;0;Rarement;Oui;Démission;Travel_Rarely;14;High;2;Low;No;2;20;7;7;1;7;Very High;2;Better;Excellent;Very High
534;42;M; 13 291,00 € ;Homme;Marié;Ordinateurs;R&D;Manager;10;Jamais;Oui;En poste;Travel_Frequently;5;Medium;3;Low;Yes;5;20;18;13;1;12;Very High;2;Better;Outstanding;High
535;24;F; 8 179,00 € ;Femme;Célibataire;Ordinateurs;R&D;Développeur logiciels;0;Ponctuellement;Oui;Démission;Travel_Rarely;7;Very High;4;High;No;3;32;5;1;1;3;High;3;Better;Excellent;High
536;31;F; 12 394,00 € ;Femme;Marié;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Oui;Démission;Travel_Rarely;10;Medium;5;Very High;No;3;23;21;6;12;6;Medium;2;Good;Excellent;Medium
537;25;F; 9 675,50 € ;Homme;Divorcé;Logiciels;R&D;Directeur Commercial;3;Rarement;Oui;En poste;Travel_Rarely;16;High;2;Low;No;8;10;2;2;2;2;Low;1;Better;Excellent;Very High
538;46;F; 1 956,00 € ;Femme;Divorcé;Ordinateurs;Ventes;Ingénieur d'affaires;2;Rarement;Non;En poste;Travel_Frequently;10;High;3;Low;No;1;9;9;7;1;7;Very High;4;Good;Outstanding;High
539;33;M; 8 943,50 € ;Homme;Célibataire;Logiciels;R&D;Responsable Qualité;7;Rarement;Oui;Démission;Travel_Rarely;1;Medium;5;High;No;1;22;22;7;2;10;Very High;3;Better;Excellent;Medium
540;35;F; 2 896,00 € ;Femme;Célibataire;Ordinateurs;R&D;Responsable d'Agence;2;Jamais;Non;En poste;Travel_Rarely;8;High;1;Medium;No;7;4;2;2;2;2;Very High;2;Better;Excellent;Very High
541;29;F; 3 811,50 € ;Femme;Marié;Ordinateurs;R&D;Développeur logiciels;0;Rarement;Non;En poste;Travel_Rarely;1;Low;1;Medium;Yes;7;10;7;7;3;7;Low;4;Better;Excellent;Very High
542;43;F; 3 955,00 € ;Homme;Marié;Logiciels;R&D;Développeur logiciels;7;Rarement;Non;En poste;Non-Travel;8;Very High;3;Low;No;9;10;8;7;0;5;Low;2;Better;Excellent;Low
543;35;F; 7 609,50 € ;Homme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;8;Rarement;Non;En poste;Travel_Rarely;1;High;3;High;Yes;4;10;1;0;0;0;High;4;Best;Excellent;Very High
544;37;F; 4 925,00 € ;Homme;Marié;Marketing;Ventes;Ingénieur d'affaires;0;Ponctuellement;Oui;Démission;Non-Travel;24;Low;1;High;No;2;9;5;2;1;4;Low;5;Better;Excellent;High
545;53;F; 8 102,00 € ;Homme;Célibataire;Digital;Ventes;Ingénieur d'affaires;0;Rarement;Non;Démission;Travel_Frequently;3;High;4;High;Yes;9;28;22;2;11;13;Very High;2;Good;Excellent;Very High
546;29;F; 5 147,00 € ;Homme;Divorcé;Logiciels;R&D;Développeur logiciels;2;Rarement;Non;En poste;Travel_Rarely;27;High;2;Very High;No;7;10;8;7;7;7;High;2;Good;Outstanding;Very High
547;30;F; 1 251,50 € ;Homme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;9;Ponctuellement;Oui;Démission;Travel_Rarely;10;High;1;High;No;1;1;1;0;0;0;High;6;Better;Excellent;High
548;29;F; 7 061,50 € ;Homme;Marié;Ordinateurs;R&D;Directeur Commercial;1;Rarement;Non;Démission;Travel_Frequently;19;Very High;1;High;Yes;6;7;2;2;2;2;High;2;Better;Excellent;Very High
549;26;F; 1 422,00 € ;Homme;Marié;Ordinateurs;R&D;Responsable Qualité;3;Rarement;Non;En poste;Travel_Frequently;15;Medium;2;Very High;No;3;7;2;2;2;2;Very High;5;Better;Excellent;High
550;34;F; 3 214,00 € ;Homme;Marié;Logiciels;Ressources Humaines;Chargé Responsable division RH;8;Rarement;Non;En poste;Travel_Rarely;8;High;2;High;No;3;10;5;1;4;3;Medium;2;Better;Excellent;Very High
551;32;F; 5 900,00 € ;Femme;Célibataire;Marketing;Ventes;Ingénieur d'affaires;3;Rarement;Non;En poste;Travel_Rarely;9;High;1;Low;No;1;5;4;3;0;2;Medium;2;Best;Excellent;Very High
